nom
Faculté de droit de Sfax
Institut Supérieur des Arts et Métiers de Sfax
Institut Supérieur d'Electronique et de Communication de Sfax
Institut Supérieur de Gestion Industrielle de Sfax
Institut des Hautes Etudes Commerciales de Sfax
Faculté des Sciences de Sfax
Ecole Nationale d'Ingénieurs de Sfax
école nationale d'électronique et des télécommunications de sfax
Ecole Supérieure de Commerce de Sfax
Institut Supérieur d'Administration des Affaires de Sfax
Institut Supérieur d'Informatique et de Multimédia de Sfax
Institut Supérieur de Musique de Sfax
Institut Préparatoire aux Etudes d'Ingénieurs de Sfax
Institut Supérieur du Sport et de l'Education Physique de Sfax
Institut Supérieur de Biotechnologies de Sfax
Faculté des Lettres et Sciences Humaines de Sfax
Institut Zitouna de Sfax
Ecole Supérieure des Sciences et Techniques de la Santé de Sfax
Institut Supérieur des Sciences infirmières de Sfax
Faculté des Lettres, des Arts et des Humanités de la Manouba
Ecole Supérieure des Sciences et Technologies du Design
Ecole Supérieure de Commerce de Tunis
Ecole Supérieure de Commerce Electronique de la Manouba
Ecole Nationale des Sciences de l'Informatique
Institut Supérieur des Arts du Multimédia de la Manouba
Institut Supérieur de Comptabilité et d'Administration des Entreprises
Institut Supérieur de Biotechnologie de Sidi Thabet
Institut Supérieur de Documentation de Tunis
Institut de Presse et des Sciences de l'Information
Ecole Nationale de Médecine Vétérinaire de Sidi Thabet
Institut Supérieur du Sport et de l'Education Physique de Ksar Saïd
Institut Supérieur de Promotion des Handicapés de Ksar Saïd
Institut Supérieur de l'Histoire de la Tunisie Contemporaine
Faculté des Sciences de Monastir
Faculté de Médecine de Monastir
Institut Supérieur d'Informatique et de Mathématiques de Monastir
Faculté de Médecine Dentaire de Monastir
Faculté de Pharmacie de Monastir
Faculté des Sciences Economiques et de Gestion de Mahdia
Ecole Nationale d'Ingénieurs de Monastir
institut préparatoire aux études d'ingénieur de monastir
Institut Supérieur de Biotechnologie de Monastir
Institut Préparatoire aux Etudes d'Ingénieurs de Monastir
Ecole Supérieure des Sciences et Techniques de la Santé de Monastir
Institut Supérieur des Etudes Appliquées en Humanités de Mahdia
Institut Supérieur des Métiers de la Mode de Monastir
Institut Supérieur d'Informatique de Mahdia
Institut Supérieur des Arts et Métiers de Mahdia
Institut Supérieur des Sciences Appliquées et de Technologie de Mahdia
Institut Supérieur des Langues Appliquées aux Affaires et au Tourisme de Moknine
Institut Supérieur de Théologie de Tunis
Institut Supérieur de Civilisation Islamique de Tunis
Centre de Études Islamiques de Kairouan
Faculté des Sciences de Gafsa
Institut Supérieur des Etudes Appliquées en Humanités de Gafsa
Institut Supérieur d'Administration des Entreprises de Gafsa
Institut Supérieur des Sciences Appliquées et de Technologie de Gafsa
Institut Supérieur d'Arts et Métiers de Gafsa
Institut Supérieur des Sciences et des Technologies de l’énergie de Gafsa
Institut Supérieur des Etudes Appliquées en Humanités de Tozeur
Institut Préparatoire aux Etudes d’Ingénieur de Gafsa
Institut Supérieur du Sport et de l’Education Physique de Gafsa
Institut Supérieur des Etudes Technologiques de Sfax
Institut Supérieur des Etudes Technologiques de Kebili
Institut Supérieur des Etudes Technologiques de Gabès
Institut Supérieur des Etudes Technologiques de Djerba
Institut Supérieur des Etudes Technologiques de Kef
Institut Supérieur des Etudes Technologiques de Zaghouan
Institut Supérieur des Etudes Technologiques de Sousse
Institut Supérieur des Etudes Technologiques de Mahdia
Institut Supérieur des Etudes Technologiques de Siliana
Institut Supérieur des Etudes Technologiques de Radès
Institut Supérieur des Etudes Technologiques de Nabeul
Institut Supérieur des Etudes Technologiques de Sidi Bouzid
Institut Supérieur des Etudes Technologiques en Communications (El Ghazala)
Institut Supérieur des Etudes Technologiques de Kairouan
Institut Supérieur des Etudes Technologiques de Gafsa
Institut Supérieur des Etudes Technologiques de Béja
Institut Supérieur des Etudes Technologiques de Charguia
Institut Supérieur des Etudes Technologiques de Jendouba
Institut Supérieur des Etudes Technologiques de Kasserine
Institut Supérieur des Etudes Technologiques de Ksar Hellal
Institut Supérieur des Etudes Technologiques de Tataouine
Institut Supérieur des Etudes Technologiques de Tozeur
Institut Supérieur des Etudes Technologiques de Bizerte
Institut supérieur des Etudes Technologiques de Médenine
Faculté des Sciences Juridiques, Economiques et de Gestion de Jendouba
Institut Supérieur des Etudes Appliquées en Humanités du Kef
Institut Supérieur des Langues Appliquées et d'Informatique de Béja
Institut Supérieur des Sciences Humaines de Jendouba
Institut Supérieur des Arts et Métiers de Siliana
Institut Supérieur de Musique et de Théâtre du Kef
Institut Supérieur de l 'Education Physique du Kef
Ecole Supérieure d 'Agriculture du Kef
Institut Sylvo-Pastoral de Tabarka
Ecole Supérieure des Ingénieurs de l'Equipement Rural de Medjez El Bab
Institut supérieur de l'informatique du Kef
Institut supérieur de biotechnologie de Béja
Institut Supérieur des Sciences infirmières du Kef
Faculté des Lettres et des Sciences Humaines de Kairouan
Institut Supérieur des Arts et Métiers de Kairouan
Institut Supérieur d'Informatique et de Gestion de Kairouan
Institut Supérieur des Etudes Juridiques et Politiques de Kairouan
Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan
Institut Supérieur des Arts et Métiers de Kasserine
Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan
Institut Supérieur des Etudes Appliquées en Sciences Humaines de Sbeïtla
Institut Supérieur des Arts et Métiers de Sidi Bouzid
Faculté des Sciences de Gabès
Ecole Nationale d'Ingénieurs de Gabès
Institut Supérieur de Gestion de Gabès
Institut Supérieur des Langues de Gabès
Institut Supérieur des Arts et Métiers de Gabès
Institut Supérieur de Biologie Appliquée de Médenine
Institut Supérieur des Etudes Juridiques de Gabès
Institut Supérieur d'Informatique et de Multimédia de Gabès
Institut Supérieur des Sciences Appliquées et de Technologie de Gabès
Institut Supérieur des Sciences et Techniques des Eaux de Gabès
Institut Supérieur des Systèmes Industriels de Gabès
Institut Supérieur des Etudes Appliquées en Humanités de Médenine
Institut Supérieur d'Informatique de Médenine
Institut Supérieur des Arts et Métiers de Tataouine
Institut Supérieur des Sciences infirmières de Gabès
EPI digital school 
Faculté des Sciences Paramédicales et de la Santé
Faculté des Lettres, des Arts et des Sciences de la Communication
Faculté de Droit et de Gestion
Ecole Internationale Supérieure Polytechnique de Tunis
Ecole Méditerranéenne Supérieure des Affaires
Ecole Méditerranéenne Supérieure Polytechnique
Ecole Supérieure Internationale de Tunis
Ecole Supérieure Centrale Polytechnique
Ecole Supérieure d'Ingénierie et de Technologie 
Ecole Supérieure de Carthage des Sciences et d’Ingénierie
Ecole Supérieure de Carthage de Management
Ecole Supérieure de Droit et de management
Ecole Supérieure de l'Aéronautique et des Technologies
Ecole Supérieure de l'Audiovisuel et du Design
Ecole Supérieure de Technologie et de Management
Ecole Supérieure de Technologies de l'Information et d’Administration des Entreprises
Ecole Supérieure de technologies et d’ingénierie
Ecole Supérieure des Sciences Appliquées et de Management
Ecole Supérieure d’Administration des Affaires et de Droit " Avicenne»
Ecole Supérieure d’Informatique et d’Administration des Affaires
Ecole Supérieure d’ingénierie et de communication
Ecole Supérieure d’Ingénieurs et d’Etudes Technologiques de Tunis
Ecole Supérieure Polytechnique Ibn Khaldoun
Ecole Supérieure Law and Business School
Ecole Supérieure Maghrébine des Sciences et Technologies
Faculté Méditerranéenne des Sciences Informatiques, d’Economie et de Gestion de Tunis
Faculté de Droit, d’Economie et de Gestion
Faculté de Montplaisir
Faculté des Sciences de Gestion et de Technologie à Mégrine
Faculté des Sciences de la santé de Tunis
Faculté des Sciences Juridiques, Sociales, Economiques et de Gestion
Faculté Ibn Khaldoun de Droit, des Sciences Economiques et de Gestion
Institut International Supérieur des Etudes Numériques et Audiovisuelles
Institut des Hautes Etudes de Tunis
Institut Supérieur des Sciences Paramédicales " Mahmoud Materi"
Institut Supérieur d’administration des Entreprises
Institut Supérieur Méditerranéen de Technologie
Institut Supérieur Polytechnique
Institut Supérieur Tunis Dauphine
Ecole Supérieure Polytechnique Privée de Sousse
Ecole Supérieure Internationale Privée de Management de Sousse
Ecole Supérieure Privée de Technologie, d’Informatique et de Gestion de Sousse
Ecole Supérieure Privée d’Economie et de Gestion de Sousse
Ecole Supérieure Privée d’Ingénierie et de Technologie appliquée- Sousse
Ecole Supérieure Privée d’Ingénierie, des Sciences et de Technologie de Sousse
Ecole Supérieure Privée d’Ingénieurs de Sousse
école supérieure privée d'ingénierie et de technologies 
Faculté Privée de Gestion et des Sciences de l’Administration de Sousse
Institut Privé des Hautes Etudes de Sousse
Institut Supérieur Privé Des Sciences Commerciales Et Des Affaires
Institut Supérieur Privé des Sciences de la Santé de Sousse
Institut Supérieur Privé des Sciences Infirmières "EL AMED"
Institut Supérieur Privé des Sciences Infirmières "Etoile de formation"
Institut Supérieur Privé des Sciences Infirmières de Sousse
Ecole Supérieure Internationale Privée de Technologie - Sfax
Ecole Internationale Supérieure Privée des Affaires
Ecole Supérieure Privée des Etudes Administratives et Commerciales de Sfax
Ecole Supérieure Polytechnique Internationale Privée de Sfax
Faculté Privée des Sciences Paramédicales de Sfax
Institut Supérieur Polytechnique Privé des Sciences Avancées du Sud 
Faculté Privée des sciences de l’informatique et de management de Nabeul
Ecole Méditerranéenne Supérieure Privée des Sciences Informatiques, d’Economie et de Gestion de Nabeul
Ecole Supérieure Privée des Technologies de l’Information et de Management de Nabeul
Ecole Supérieure Privée d’ingénieurs de Monastir
Ecole Supérieure Polytechnique Privée de Monastir
Ecole Supérieure Privée des Sciences Appliquées et de Technologie de Gabès (université technologique privée de gabès - Utech)
Ecole Supérieure Privée d’ingénieurs de Gafsa : ESIP Gafsa
Institut Supérieur Privé des Sciences Infirmières de Kairouan: ISPSIK
Faculty of Human and Social Sciences of Tunis
Higher School of Economics and Commercial Sciences of Tunis
École Normale Supérieure
Higher School of Sciences and Techniques of Tunis
Preparatory Institute for Engineering Studies of Tunis
Preparatory Institute for Literary Studies and Human Sciences of Tunis
Higher Institute of Management of Tunis
Higher Institute of Education and Continuing Education
Higher Institute of Fine Arts of Tunis
Higher Institute of Music
Higher Institute of Dramatic Art
Higher Institute of Cultural Sciences and Heritage Professions of Tunis
Higher Institute of Applied Studies in Humanities of Tunis
Higher Institute of Animation for Youth and Culture
Higher Institute of Applied Studies in Humanities of Zaghouan
National Heritage Institute
Tunis Business School
Faculty of Law and Political Sciences of Tunis
Faculty of Economics and Management of Tunis
Faculty of Sciences of Tunis
Faculty of sciences Tunis
Faculty of Medicine of Tunis
National Engineers School of Tunis
Bourguiba Institute of Modern Languages
Preparatory Institute for Engineering Studies of El Manar
Higher Institute of Applied Biological Sciences
Higher Institute of Computer Science of El Manar
Higher Institute of Human Sciences of Tunis
Higher Institute of Medical Technologies
Higher School of Health Sciences and Techniques of Tunis
Higher Institute of Nursing Sciences of Tunis
Pastor Institute
Tunis Veterinary Research Institute
Faculty of Law and Economic and Political Sciences of Sousse
Faculty of Medicine of Sousse
Faculty of Letters and Human Sciences of Sousse
Higher Institute of Finance and Taxation of Sousse
Higher Institute of Computer Science and Communication Technologies of Hammam Sousse
Higher Institute of Transport and Logistics of Sousse
Higher Institute of Fine Arts of Sousse
Higher School of Health Sciences and Techniques of Sousse
Higher Institute of Management of Sousse
Institute of Higher Commercial Studies of Sousse
Higher Institute of Music of Sousse
Higher Institute of Applied Sciences and Technology of Sousse
institute of applied science and technology of sousse
National School of Engineers of Sousse
Higher Agronomic Institute of Chott Meriem
Higher Institute of Nursing Sciences of Sousse
Higher School of Science and Technology of Hammam Sousse
Faculty of Economics and Management of Sfax
faculty of economics and management sfax
Faculty of Medicine of Sfax
Faculty of Law of Sfax
Higher Institute of Arts and Crafts of Sfax
Higher Institute of Electronics and Communication of Sfax
Higher Institute of Industrial Management of Sfax
Institute of Higher Commercial Studies of Sfax
Faculty of Sciences of Sfax
Faculty of Sciences Sfax
National School of Engineers of Sfax
Sfax Business School
Higher Institute of Business Administration of Sfax
Higher Institute of Computer Science and Multimedia of Sfax
Higher Institute of Music of Sfax
Preparatory Institute for Engineering Studies of Sfax
Higher Institute of Sport and Physical Education of Sfax
Higher Institute of Biotechnology of Sfax
Faculty of Letters and Human Sciences of Sfax
Zitouna Institute of Sfax
Higher School of Health Sciences and Techniques of Sfax
Higher Institute of Nursing Sciences of Sfax
Faculty of Letters, Arts and Humanities of Manouba
School of Design Sciences and Technologies
Tunis Business School
Higher School of Electronic Commerce of Manouba
National School of Computer Science
Higher Institute of Multimedia Arts of Manouba
Higher Institute of Accounting and Business Administration
Higher Institute of Biotechnology of Sidi Thabet
Higher Institute of Documentation of Tunis
Institute of Press and Information Sciences
National School of Veterinary Medicine of Sidi Thabet
Higher Institute of Sport and Physical Education of Ksar Saïd
Higher Institute for the Promotion of the Disabled of Ksar Saïd
Higher Institute of the History of Contemporary Tunisia
Faculty of Sciences of Monastir
faculty of science monastir
Faculty of Medicine of Monastir
Higher Institute of Computer Science and Mathematics of Monastir
Faculty of Dental Medicine of Monastir
Faculty of Pharmacy of Monastir
Faculty of Economics and Management of Mahdia
National School of Engineers of Monastir
Higher Institute of Biotechnology of Monastir
Preparatory Institute for Engineering Studies of Monastir
Higher School of Health Sciences and Techniques of Monastir
Higher Institute of Applied Studies in Humanities of Mahdia
Higher Institute of Fashion Professions of Monastir
Higher Institute of Computer Science of Mahdia
Higher Institute of Arts and Crafts of Mahdia
Higher Institute of Applied Sciences and Technology of Mahdia
Higher Institute of Languages Applied to Business and Tourism of Moknine
Higher Institute of Theology of Tunis
Higher Institute of Islamic Civilization of Tunis
Center for Islamic Studies of Kairouan
Faculty of Sciences of Gafsa
Faculty of Sciences Gafsa
Higher Institute of Applied Studies in Humanities of Gafsa
Higher Institute of Business Administration of Gafsa
Higher Institute of Applied Sciences and Technology of Gafsa
Higher Institute of Arts and Crafts of Gafsa
Higher Institute of Energy Sciences and Technologies of Gafsa
Higher Institute of Applied Studies in Humanities of Tozeur
Preparatory Institute for Engineering Studies of Gafsa
Higher Institute of Sport and Physical Education of Gafsa
Higher Institute of Technological Studies of Sfax
Higher Institute of Technological Studies of Kebili
Higher Institute of Technological Studies of Gabes
Higher Institute of Technological Studies of Djerba
Higher Institute of Technological Studies of Kef
Higher Institute of Technological Studies of Zaghouan
Higher Institute of Technological Studies of Sousse
Higher Institute of Technological Studies of Mahdia
Higher Institute of Technological Studies of Siliana
Higher Institute of Technological Studies of Rades
Higher Institute of Technological Studies of Nabeul
Higher Institute of Technological Studies of Sidi Bouzid
Higher Institute of Technological Studies in Communications (El Ghazala)
Higher Institute of Technological Studies of Kairouan
Higher Institute of Technological Studies of Gafsa
Higher Institute of Technological Studies of Beja
Higher Institute of Technological Studies of Charguia
Higher Institute of Technological Studies of Jendouba
Higher Institute of Technological Studies of Kasserine
Higher Institute of Technological Studies of Ksar Hellal
Higher Institute of Technological Studies of Tataouine
Higher Institute of Technological Studies of Tozeur
Higher Institute of Technological Studies of Bizerte
Higher Institute of Technological Studies of Medenine
Faculty of Legal, Economic and Management Sciences of Jendouba
Higher Institute of Applied Studies in Humanities of Kef
Higher Institute of Applied Languages and Computer Science of Béja
Higher Institute of Human Sciences of Jendouba
Higher Institute of Arts and Crafts of Siliana
Higher Institute of Music and Theater of Kef
Higher Institute of Physical Education of Kef
Higher School of Agriculture of Kef
Sylvo-Pastoral Institute of Tabarka
Higher School of Rural Equipment Engineers of Medjez El Bab
Higher Institute of Computer Science of Kef
Higher Institute of Biotechnology of Beja
Higher Institute of Nursing Sciences of Kef
Faculty of Letters and Human Sciences of Kairouan
Higher Institute of Arts and Crafts of Kairouan
Higher Institute of Computer Science and Management of Kairouan
Higher Institute of Legal and Political Studies of Kairouan
Higher Institute of Applied Sciences and Technology of Kairouan
Higher Institute of Arts and Crafts of Kasserine
Higher Institute of Applied Mathematics and Computer Science of Kairouan
Higher Institute of Applied Studies in Human Sciences of Sbeïtla
Higher Institute of Arts and Crafts of Sidi Bouzid
Faculty of Sciences of Gabes
Faculty of Sciences Gabes
National School of Engineers of Gabes
Higher Institute of Management of Gabes
Higher Institute of Languages of Gabes
Higher Institute of Arts and Crafts of Gabes
Higher Institute of Applied Biology of Medenine
Higher Institute of Legal Studies of Gabes
Higher Institute of Computing and Multimedia of Gabes
Higher Institute of Applied Sciences and Technology of Gabes
Higher Institute of Water Sciences and Techniques of Gabes
Higher Institute of Industrial Systems of Gabès
Higher Institute of Applied Studies in Humanities of Medenine
Higher Institute of Informatics of Medenine
Higher Institute of Arts and Crafts of Tataouine
Higher Institute of Nursing Sciences of Gabes
PPE digital school
Faculty of Paramedical and Health Sciences
Faculty of Letters, Arts and Communication Sciences
Faculty of Law and Management
International Polytechnic School of Tunis
Mediterranean School of Business
Mediterranean Polytechnic School
International School of Tunis
Central Polytechnic Higher School
Higher School of Engineering and Technology
Carthage Higher School of Science and Engineering
Carthage School of Management
Higher School of Law and Management
Higher School of Aeronautics and Technologies
Higher School of Audiovisual and Design
Higher School of Technology and Management
Higher School of Information Technologies and Business Administration - Tunis
Higher School of Technology and Engineering
Higher School of Applied Sciences and Management
Higher School of Business Administration and Law "Avicenne"
Higher School of Computer Science and Business Administration
Higher School of Engineering and Communication
Higher School of Engineering and Technological Studies of Tunis
Higher Polytechnic School Ibn Khaldoun
Law and Business School
Maghreb Higher School of Science and Technology
Mediterranean Faculty of Computer Science, Economics and Management of Tunis
Faculty of Law, Economics and Management
Faculty of Montplaisir
Faculty of Management Sciences and Technology in Mégrine
Faculty of Health Sciences of Tunis
Faculty of Legal, Social, Economic and Management Sciences
Ibn Khaldoun Faculty of Law, Economics and Management
International Higher Institute of Digital and Audiovisual Studies
Institute of Higher Studies of Tunis
Higher Institute of Paramedical Sciences "Mahmoud Materi"
Higher Institute of Business Administration
Mediterranean Higher Institute of Technology
Higher Polytechnic Institute
Tunis Dauphine Higher Institute
Private Polytechnic School of Sousse
Private International School of Management of Sousse
Private Higher School of Technology, Computer Science and Management of Sousse
Private Higher School of Economics and Management of Sousse
Private Higher School of Engineering and Applied Technology
Private Higher School of Engineering, Science and Technology of Sousse
Private Higher School of Engineers of Sousse
Private Faculty of Management and Administration Sciences of Sousse
Private Institute of Advanced Studies of Sousse
Private Higher Institute of Commercial Sciences and Business
Private Higher Institute of Health Sciences of Sousse
Private Higher Institute of Nursing Sciences "EL AMED"
Private Higher Institute of Nursing Sciences "Etoile de formation"
Private Higher Institute of Nursing Sciences of Sousse
Private International School of Technology
International Private Business School
Private Higher School of Administrative and Commercial Studies of Sfax
Private International Polytechnic School of Sfax
Private Faculty of Paramedical Sciences of Sfax
Private Higher Polytechnic Institute of Advanced Sciences of the South
Private Faculty of Computer Science and Management of Nabeul
Private Mediterranean School of Computer Science, Economics and Management of Nabeul
Private Higher School of Information Technologies and Management of Nabeul
Private Higher School of Engineers of Monastir
Private Polytechnic School of Monastir
Private Higher School of Applied Sciences and Technology of Gabès (private technological university of Gabès - Utech)
Private Higher School of Engineers of Gafsa: ESIP Gafsa
Private Higher Institute of Nursing Sciences of Kairouan: ISPSIK

